Carrier Code,Flight Number,Origin Airport,precip_rate,rh,snow_rate,solar_rad,temp,vis,weather.description,wind_dir,wind_gust_spd,wind_spd,precip_rate_des,rh_des,snow_rate_des,solar_rad_des,temp_des,vis_des,weather.description_des,wind_dir_des,wind_gust_spd_des,wind_spd_des,Status,Previous Flight Status,Scheduled Arrival Hour,Scheduled Arrival Minutes,Scheduled departure Hour,Scheduled departure Minutes,Date,Predicted Status
9E,5224.0,JFK,0.0,89,0.0,0,6.0,16,c02n,195,5.6,2.02,1.0,79,17.0,44,-1.3,6,Light snow,270,3.4,1.4,1,Early,18,1,16,35,2023-01-30,0
B6,56.0,MCO,0.0,37,0.0,341,26.1,16,Overcast clouds,80,12.9,9.3,0.0,23,0.0,204,21.1,16,Overcast clouds,240,12.8,8.72,2,Late,16,0,13,15,2023-04-11,1
MQ,4203.0,ORD,0.0,66,0.0,120,24.4,16,804,50,6.7,4.09,0.0,60,0.0,300,28.9,16,Overcast clouds,200,10.8,2.6,1,On-time,17,45,14,59,2022-08-21,1
MQ,4203.0,ORD,0.0,60,0.0,90,25.0,16,804,40,5.7,4.59,0.0,76,0.0,144,22.2,16,Overcast clouds,40,7.6,3.6,0,Early,17,45,14,59,2022-09-06,1
B6,656.0,MCO,0.0,76,0.0,0,16.4,16,Overcast clouds,185,6.45,6.45,0.0,70,0.0,17,1.9,16,c04n,260,4.0,2.6,2,Early,19,26,16,32,2023-12-20,0
B6,2516.0,JFK,0.0,68,0.0,0,10.6,16,802,315,8.8,6.2,0.0,86,0.0,0,9.4,16,Overcast clouds,320,5.6,2.1,0,Early,23,15,21,55,2023-10-15,1
B6,2516.0,JFK,0.0,55,0.0,0,12.6,16,804,265,12.1,8.06,0.0,74,0.0,0,9.4,16,Overcast clouds,240,12.9,9.8,0,Early,23,15,21,55,2023-10-08,1
9E,5350.0,JFK,0.0,88,0.0,163,16.6,10,c04d,140,6.5,3.6,0.0,44,0.0,608,22.8,16,Scattered clouds,205,6.4,2.4,1,On-time,11,15,9,55,2023-04-15,0
B6,656.0,MCO,0.0,88,0.0,0,17.3,13,Overcast clouds,35,5.4,5.4,0.0,60,0.0,25,-0.3,16,c04n,70,2.8,2.6,1,Late,19,26,16,32,2023-12-22,1
B6,656.0,MCO,0.0,64,0.0,0,25.6,16,Overcast clouds,200,10.8,4.09,0.0,60,0.0,69,0.1,16,Overcast clouds,240,5.6,4.72,0,Late,19,1,16,20,2023-02-11,1
MQ,3392.0,ORD,0.0,47,0.0,0,5.7,16,801,215,4.2,2.97,0.0,43,0.0,13,6.7,16,Overcast clouds,150,3.8,2.1,0,Early,19,27,16,40,2022-11-22,0
9E,5183.0,JFK,0.0,55,0.0,150,5.8,16,804,90,3.0,2.47,0.0,61,0.0,119,1.7,16,c04d,70,7.2,2.1,0,Early,12,27,10,56,2023-12-23,0
UA,1503.0,ORD,0.0,61,0.0,0,25.7,16,802,290,6.0,4.34,0.0,54,0.0,0,27.2,16,c03n,240,4.8,3.6,1,Early,23,59,21,5,2022-07-21,0
9E,4856.0,JFK,0.0,62,0.0,178,5.7,16,804,310,13.7,9.17,0.0,78,0.0,121,3.3,14,c04d,260,15.1,6.7,0,Late,12,30,10,59,2023-12-11,0
MQ,4203.0,ORD,0.0,61,0.0,178,3.0,16,804,65,11.1,5.15,0.0,51,0.0,268,4.7,16,c04d,290,13.7,9.5,1,Early,16,21,13,35,2022-04-27,0
9E,5118.0,JFK,0.0,53,0.0,605,26.9,16,c03d,180,6.8,5.7,0.0,46,0.0,761,26.9,16,c03d,95,3.6,2.6,0,Early,16,4,14,29,2023-08-06,0
B6,2516.0,JFK,0.0,67,0.0,0,4.8,16,c03n,300,6.8,6.45,0.0,75,0.0,0,3.3,14,c04n,250,7.6,4.09,1,Late,23,7,21,55,2023-01-06,1
B6,2516.0,JFK,0.0,49,0.0,0,-1.1,16,c04n,230,6.0,5.4,0.0,44,0.0,0,-1.7,16,Overcast clouds,220,8.8,4.59,2,Early,23,14,21,59,2022-01-27,0
MQ,4203.0,ORD,0.0,47,0.0,243,24.1,16,Overcast clouds,310,12.9,7.25,0.0,55,0.0,349,27.4,16,Overcast clouds,175,9.8,5.82,1,Late,16,11,13,19,2023-08-17,0
9E,5350.0,JFK,0.0,41,0.0,351,16.3,16,c04d,230,7.4,5.46,0.0,26,0.0,261,18.3,16,Overcast clouds,260,11.8,7.7,1,Late,11,15,9,55,2023-04-11,0
B6,2516.0,JFK,0.0,78,0.0,0,9.2,16,802,45,4.0,1.7,0.0,79,0.0,0,5.0,16,Broken clouds,100,2.8,2.1,1,Early,23,15,21,55,2023-10-23,0
MQ,4203.0,ORD,0.0,63,0.0,163,11.7,16,804,195,5.3,3.1,0.5,94,0.0,182,11.1,9,c04d,345,5.16,5.16,0,Late,16,21,13,35,2022-05-02,2
B6,2516.0,JFK,0.0,70,0.0,0,3.9,16,Overcast clouds,345,8.8,6.7,0.0,87,0.0,0,-5.9,15,Overcast clouds,230,9.6,2.76,2,Late,22,59,21,45,2022-01-02,1
UA,538.0,ORD,0.0,78,0.0,0,17.2,16,804,215,2.8,0.52,0.0,46,0.0,123,20.7,16,Scattered clouds,290,6.8,4.34,0,Late,20,57,18,9,2023-09-16,1
9E,5350.0,JFK,3.0,96,0.0,134,16.7,7,Light rain,100,7.2,3.43,0.0,52,0.0,316,19.4,16,c04d,140,12.4,6.7,0,On-time,11,26,9,59,2023-05-20,0
MQ,4203.0,ORD,0.0,64,0.0,158,22.8,16,804,80,7.5,4.59,0.0,55,0.0,295,20.0,16,Overcast clouds,125,8.9,3.1,0,Late,16,9,13,21,2023-09-25,0
MQ,3392.0,ORD,0.0,72,0.0,0,2.2,16,804,55,6.6,4.97,0.0,87,0.0,9,4.4,16,Overcast clouds,310,5.7,3.6,0,Early,19,33,16,45,2022-12-08,0
9E,5036.0,JFK,0.75,89,0.0,0,20.0,16,Light rain,145,4.8,2.76,0.0,93,0.0,0,18.3,16,Overcast clouds,210,6.4,2.6,2,Late,23,37,22,0,2022-06-12,0
B6,2516.0,JFK,0.0,70,0.0,0,13.1,16,803,355,6.4,4.76,0.0,71,0.0,0,11.7,16,Overcast clouds,330,5.6,4.09,1,Late,23,15,21,55,2023-10-16,1
MQ,3392.0,ORD,0.0,49,0.0,0,19.4,16,804,175,11.2,6.36,0.0,34,0.0,134,20.9,16,Clear Sky,235,3.9,2.97,0,Early,19,27,16,40,2022-11-03,0
B6,656.0,MCO,8.0,71,0.0,0,26.1,16,Heavy rain,150,4.0,1.6,0.0,47,0.0,64,11.5,16,Overcast clouds,20,5.8,2.47,2,Early,17,56,15,15,2022-11-24,1
9E,5009.0,JFK,4.0,92,0.0,0,5.6,6,Light rain,90,16.6,10.7,3.0,92,45.0,0,0.0,1,s02n,80,11.8,6.7,1,On-time,23,57,22,30,2023-03-03,1
MQ,4203.0,ORD,0.0,28,0.0,442,25.9,16,802,170,3.9,1.8,0.0,45,0.0,707,20.9,16,Broken clouds,95,8.0,2.7,2,On-time,16,9,13,21,2023-09-15,0
MQ,3949.0,ORD,0.0,51,0.0,290,26.9,16,804,60,5.6,4.47,0.0,69,0.0,161,26.7,16,Overcast clouds,310,12.3,4.09,0,Early,16,6,13,15,2023-07-07,1
9E,5009.0,JFK,0.0,56,0.0,0,-0.6,16,c04n,40,7.6,5.09,0.0,61,0.0,0,-7.2,16,Overcast clouds,95,2.6,1.5,1,Late,23,54,22,30,2023-01-31,0
9E,5224.0,JFK,0.0,96,0.0,165,11.1,9,Overcast clouds,90,14.4,9.3,0.0,74,0.0,208,12.2,8,Overcast clouds,110,9.3,6.2,0,Late,15,20,13,59,2023-04-29,0
B6,16.0,JFK,0.0,78,0.0,0,3.3,16,Scattered clouds,310,5.8,4.59,0.0,64,0.0,0,2.2,16,c04n,260,6.8,5.4,1,Late,22,47,21,35,2023-02-28,1
MQ,4203.0,ORD,0.0,36,0.0,130,27.8,16,804,270,8.8,4.09,0.0,45,0.0,317,27.8,16,Overcast clouds,290,8.8,5.7,2,On-time,17,45,14,59,2022-08-18,1
B6,2516.0,JFK,0.0,96,0.0,0,21.8,12,Overcast clouds,165,6.8,5.7,0.0,93,0.0,0,18.9,16,Overcast clouds,90,4.8,3.1,1,Late,23,59,22,59,2022-09-11,1
B6,116.0,JFK,3.0,74,0.0,46,6.8,16,500,120,11.2,7.57,2.0,76,4.0,88,1.1,6,Mix snow/rain,90,10.9,5.65,1,Late,15,35,14,15,2023-11-21,1
9E,5090.0,JFK,4.0,91,0.0,0,5.6,16,r01n,40,11.8,7.2,0.0,85,0.0,0,0.0,10,Overcast clouds,80,7.6,5.7,2,On-time,23,45,22,30,2022-11-15,1
UA,1998.0,ORD,0.0,51,0.0,0,8.1,16,Scattered clouds,275,10.6,5.09,0.0,75,0.0,0,1.7,16,c04n,80,10.1,4.97,0,Early,21,8,18,19,2023-03-01,0
9E,4730.0,JFK,0.0,92,0.0,147,7.8,13,c04d,20,8.1,6.7,0.0,61,0.0,677,12.8,16,Scattered clouds,70,9.6,5.7,2,On-time,16,20,15,0,2022-03-24,0
B6,656.0,MCO,0.0,44,0.0,905,18.3,16,Scattered clouds,20,9.3,6.2,0.0,56,0.0,495,-5.4,16,c03d,260,11.4,6.95,2,On-time,13,58,11,11,2022-03-13,1
9E,5224.0,JFK,0.0,37,0.0,723,21.4,16,Broken clouds,265,5.6,4.09,0.0,35,0.0,833,20.0,16,Broken clouds,290,7.7,4.59,2,Early,15,20,13,59,2023-05-06,0
9E,5183.0,JFK,2.0,100,0.0,98,10.6,4,500,310,14.4,8.8,2.0,85,0.0,102,6.7,10,r01d,260,12.4,6.7,2,Early,12,27,10,56,2023-12-18,0
B6,2516.0,JFK,0.0,93,0.0,0,21.7,11,c04n,140,10.4,5.7,6.0,86,0.0,0,19.8,13,Moderate rain,340,8.6,0.7,2,On-time,23,2,21,37,2023-06-26,1
9E,4844.0,JFK,0.0,35,0.0,26,10.0,16,802,325,8.8,7.9,0.0,43,0.0,177,6.7,16,Broken clouds,300,9.2,3.6,0,On-time,16,31,15,0,2023-11-18,0
B6,56.0,MCO,0.0,36,0.0,674,31.7,16,Broken clouds,260,4.4,1.5,0.0,27,0.0,838,7.1,16,Scattered clouds,290,6.9,2.1,1,Early,16,0,13,15,2023-04-08,1
9E,4730.0,JFK,0.0,52,0.0,553,28.9,16,Broken clouds,190,6.57,6.57,0.0,40,0.0,730,31.0,16,Broken clouds,280,8.6,7.32,2,Early,16,25,15,10,2022-05-31,0
9E,5224.0,JFK,0.0,100,0.0,74,8.9,2,a05d,75,7.9,5.15,1.0,51,0.0,417,22.2,16,Light rain,170,17.0,13.4,1,Early,18,16,16,50,2023-04-05,0
9E,5114.0,JFK,0.0,96,0.0,0,19.4,5,c04n,160,12.9,9.8,2.0,89,0.0,18,16.7,8,Light rain,80,15.0,4.34,1,Early,17,48,16,30,2022-11-11,1
9E,5009.0,JFK,0.0,57,0.0,0,-2.5,16,c02n,220,11.8,9.8,0.0,54,0.0,0,-7.5,16,Overcast clouds,120,13.0,3.34,0,On-time,23,54,22,30,2023-02-04,0
MQ,3545.0,ORD,0.0,75,0.0,0,18.9,16,802,110,3.2,0.75,2.0,88,0.0,0,19.3,10,Light rain,230,7.8,3.1,1,Late,23,11,20,20,2022-09-19,1
B6,16.0,JFK,0.0,89,0.0,0,9.4,16,c04n,180,6.9,6.7,0.0,40,0.0,0,12.4,16,Overcast clouds,185,5.7,3.07,1,On-time,22,38,21,20,2023-03-22,1
B6,2516.0,JFK,0.0,82,0.0,0,3.3,16,c04n,360,2.9,2.1,0.0,43,0.0,0,5.6,16,Overcast clouds,155,9.3,4.84,1,Late,23,40,22,29,2022-12-05,1
B6,2516.0,JFK,0.0,44,0.0,0,-3.6,16,Scattered clouds,275,11.3,8.5,0.5,91,15.0,0,-8.9,1,Light snow,320,10.3,7.2,1,Late,23,14,21,59,2022-01-10,1
9E,5114.0,JFK,0.0,44,0.0,0,5.0,16,c04n,280,10.3,6.7,0.0,70,0.0,32,1.6,16,Overcast clouds,265,4.72,4.72,0,On-time,17,48,16,20,2022-12-17,0
MQ,3545.0,ORD,0.0,56,0.0,0,14.4,16,804,185,4.2,3.1,0.0,66,0.0,0,9.8,16,Overcast clouds,245,6.3,3.85,2,Early,23,11,20,20,2022-09-23,0
MQ,3324.0,ORD,0.0,56,0.0,0,10.0,16,Scattered clouds,270,4.5,3.1,0.0,82,0.0,15,11.3,16,Overcast clouds,165,4.4,2.22,0,Early,21,42,18,45,2023-10-07,2
MQ,3392.0,ORD,0.0,78,0.0,0,3.3,16,804,350,2.6,2.6,1.0,95,15.0,8,0.0,2,Light snow,80,4.9,2.76,2,Early,19,33,16,45,2022-12-11,1
MQ,3963.0,ORD,0.0,39,0.0,47,13.0,16,801,185,8.8,6.3,0.0,54,0.0,180,4.0,16,Overcast clouds,235,5.5,0.37,0,Early,16,1,13,15,2023-11-12,0
MQ,3911.0,ORD,0.0,55,0.0,0,25.8,16,801,245,4.0,2.97,0.0,40,0.0,159,25.8,16,Overcast clouds,255,9.4,9.27,0,Late,20,0,17,13,2022-08-31,1
B6,2516.0,JFK,0.0,80,0.0,0,15.0,16,Overcast clouds,40,10.4,7.82,0.0,76,0.0,0,11.1,16,Broken clouds,340,5.6,2.6,1,On-time,23,59,22,59,2022-10-01,1
9E,5036.0,JFK,0.0,78,0.0,0,22.2,16,Broken clouds,325,3.4,2.43,0.0,57,0.0,0,17.8,16,Overcast clouds,280,5.2,4.09,2,Early,23,37,22,0,2022-06-27,0
B6,116.0,JFK,0.0,39,0.0,207,6.1,16,c02d,300,13.9,10.3,0.0,51,0.0,114,2.2,16,Overcast clouds,260,15.7,12.1,1,Late,14,46,13,35,2022-12-01,1
9E,5118.0,JFK,0.0,50,0.0,681,28.6,16,c02d,180,5.25,5.25,0.0,37,0.0,859,29.1,16,c02d,250,6.4,3.84,0,Late,16,4,14,29,2023-07-23,0
UA,1998.0,ORD,0.0,57,0.0,0,9.4,16,Overcast clouds,220,9.2,4.59,0.0,58,0.0,34,13.2,16,c03n,330,9.3,5.3,0,Early,21,18,18,21,2022-10-15,0
B6,656.0,MCO,0.0,96,0.0,0,18.9,5,Overcast clouds,50,9.2,5.09,0.0,60,0.0,129,-0.1,16,Few clouds,265,6.1,2.97,1,Late,17,56,15,15,2022-12-13,1
UA,538.0,ORD,0.0,65,0.0,0,17.2,16,800,120,3.6,2.1,0.0,55,0.0,76,16.7,16,Overcast clouds,290,8.0,4.59,0,Late,20,48,18,0,2023-09-14,0
B6,656.0,MCO,0.0,45,0.0,679,28.9,16,Broken clouds,215,5.2,1.6,0.875,83,21.875,162,-4.8,1,s01d,120,6.5,4.19,2,On-time,14,0,11,15,2022-02-25,1
B6,2516.0,JFK,0.0,96,0.0,0,21.1,14,801,280,5.2,4.09,0.0,88,0.0,0,19.0,14,Broken clouds,250,6.5,3.97,1,Late,23,3,21,40,2023-08-10,1
B6,2516.0,JFK,0.0,71,0.0,0,12.6,16,801,290,11.8,7.86,0.0,79,0.0,0,10.6,16,Broken clouds,230,7.6,3.1,1,Late,23,20,22,0,2023-10-07,1
B6,2516.0,JFK,0.0,65,0.0,0,7.2,16,c02n,250,6.7,3.1,0.0,70,0.0,0,1.7,16,Scattered clouds,200,6.0,3.8,2,Late,23,40,22,29,2022-11-26,1
MQ,3518.0,ORD,0.0,53,0.0,0,12.1,16,804,335,8.4,4.5,1.0,86,0.0,83,13.3,3,Light rain,320,8.2,2.1,2,On-time,20,0,17,11,2022-09-27,2
B6,116.0,JFK,0.0,93,0.0,88,7.0,16,c04d,60,9.3,4.59,0.0,73,0.0,112,2.8,16,Overcast clouds,110,10.0,4.96,1,On-time,14,41,13,30,2022-12-22,1
B6,2516.0,JFK,0.0,100,0.0,0,23.9,16,a05n,210,3.2,1.5,0.0,76,0.0,0,22.5,16,c04n,220,1.4,0.64,2,On-time,23,2,21,39,2023-07-16,1
9E,5090.0,JFK,0.0,67,0.0,0,27.8,16,Overcast clouds,265,6.2,5.63,0.0,64,0.0,0,23.9,16,c04n,230,4.59,4.59,2,Early,23,37,22,0,2022-07-28,0
9E,5183.0,JFK,0.0,45,0.0,247,10.6,16,804,20,7.3,3.34,0.0,69,0.0,135,3.9,10,Overcast clouds,70,4.4,3.6,0,Early,12,19,10,59,2023-10-31,0
B6,2516.0,JFK,0.0,74,0.0,0,15.6,16,c04n,70,1.5,1.5,0.0,80,0.0,0,6.4,16,Overcast clouds,235,6.8,4.09,2,Early,23,40,22,29,2022-11-12,1
B6,2516.0,JFK,0.0,52,0.0,0,-3.3,16,Scattered clouds,300,10.1,9.0,0.0,76,0.0,0,-8.9,13,Overcast clouds,300,11.6,8.19,1,On-time,23,14,21,59,2022-01-07,1
B6,2516.0,JFK,0.0,46,0.0,0,22.8,16,802,290,6.4,5.7,0.0,86,0.0,0,15.6,11,Overcast clouds,255,10.5,6.7,1,Late,23,3,21,40,2023-08-18,1
9E,5118.0,JFK,0.0,61,0.0,162,22.1,16,c04d,70,9.0,4.47,0.0,45,0.0,842,26.1,16,Broken clouds,30,7.2,4.59,2,Early,15,23,13,59,2023-06-22,0
B6,116.0,JFK,0.0,50,0.0,324,21.7,16,c04d,170,11.8,4.09,0.0,24,0.0,836,28.1,16,Scattered clouds,240,4.2,1.3,0,Early,14,42,13,30,2023-04-14,1
MQ,3324.0,ORD,2.0,81,2.0,0,2.2,4,Snow,330,11.8,6.95,0.0,72,0.0,0,4.2,16,Overcast clouds,95,3.35,3.35,1,Late,21,28,18,30,2023-10-31,1
9E,5090.0,JFK,0.0,93,0.0,0,15.0,16,c04n,150,4.8,2.7,0.0,60,0.0,0,15.0,16,Broken clouds,195,10.6,4.34,1,On-time,23,45,22,30,2022-11-10,0
9E,4844.0,JFK,0.0,73,0.0,34,10.2,16,803,155,4.0,2.76,0.0,53,0.0,94,10.0,16,Overcast clouds,60,9.2,3.1,0,Early,16,31,15,0,2023-11-06,0
9E,4988.0,JFK,0.0,89,0.0,0,17.2,16,803,270,7.2,5.17,0.0,80,0.0,0,16.4,16,Overcast clouds,260,6.8,3.84,1,Early,23,59,22,33,2023-09-18,0
MQ,4203.0,ORD,0.0,51,0.0,251,5.3,16,Overcast clouds,60,8.5,4.84,0.0,45,0.0,383,5.8,16,Overcast clouds,300,10.8,6.95,0,On-time,16,21,13,35,2022-04-17,0
9E,5036.0,JFK,0.0,79,0.0,0,18.0,16,Overcast clouds,200,3.8,2.06,0.0,51,0.0,0,16.1,16,Broken clouds,225,2.4,0.8,0,On-time,23,37,22,0,2022-06-20,0
9E,4981.0,JFK,0.0,53,0.0,279,25.3,16,Scattered clouds,190,7.4,6.67,0.0,41,0.0,524,28.2,16,Broken clouds,210,5.6,0.89,0,Early,18,30,16,50,2022-06-30,0
B6,656.0,MCO,0.0,28,0.0,791,23.9,16,Scattered clouds,325,6.8,4.34,0.0,31,0.0,457,12.6,16,c02d,190,8.6,3.97,1,On-time,13,32,10,50,2022-10-21,0
MQ,3402.0,ORD,0.0,75,0.0,0,12.3,16,804,20,9.0,6.45,0.0,51,0.0,90,21.4,16,Overcast clouds,310,3.6,3.6,2,Late,22,28,19,39,2023-06-15,0
9E,5009.0,JFK,0.0,97,0.0,0,5.3,16,a05n,320,6.4,3.59,0.0,100,0.0,0,0.6,16,a05n,80,7.4,3.6,1,Late,23,54,22,30,2023-01-19,0
B6,656.0,MCO,0.0,45,0.0,0,13.9,16,Scattered clouds,360,4.09,4.09,0.0,37,0.0,55,9.3,16,Overcast clouds,195,9.5,3.87,1,Early,19,0,16,17,2022-02-09,0
MQ,3324.0,ORD,0.0,46,0.0,0,8.8,16,802,190,8.0,2.72,0.0,66,0.0,0,3.9,16,Overcast clouds,250,2.8,2.1,2,Early,21,53,18,56,2023-11-14,0
9E,4953.0,JFK,1.0,75,0.0,0,9.2,16,r01n,200,7.6,7.45,0.5,38,0.0,0,16.1,16,Overcast clouds,190,10.8,6.15,0,On-time,21,56,20,30,2022-04-11,0
9E,5009.0,JFK,0.0,64,0.0,0,2.1,16,c02n,235,6.8,4.34,0.0,74,0.0,0,-2.3,16,Broken clouds,175,4.4,2.0,0,Late,23,57,22,30,2023-02-18,0
B6,2516.0,JFK,0.0,62,0.0,0,4.4,16,c03n,250,10.3,7.2,0.0,45,0.0,0,5.6,16,Overcast clouds,260,12.9,8.25,1,On-time,23,40,22,29,2022-11-21,1
B6,656.0,MCO,0.0,40,0.0,405,30.6,16,Overcast clouds,300,7.6,3.6,0.0,55,0.0,177,4.3,16,c04d,290,15.7,8.35,0,Early,13,56,11,11,2022-04-27,1
B6,2516.0,JFK,0.0,77,0.0,0,11.7,16,Clear Sky,235,5.2,3.72,0.0,32,0.0,0,13.3,16,c02n,170,10.8,4.59,1,Early,23,59,22,59,2022-10-21,1
9E,4844.0,JFK,0.0,100,0.0,31,12.2,2,741,180,14.9,7.2,1.0,85,0.0,90,6.7,5,r01d,300,7.6,2.1,2,Early,16,7,14,30,2023-12-10,0
B6,2516.0,JFK,0.0,82,0.0,0,13.3,16,Broken clouds,145,5.5,4.76,0.0,48,0.0,0,20.6,16,c04n,170,10.8,3.1,1,Late,23,19,21,59,2023-05-19,1
UA,1998.0,ORD,0.0,77,0.0,0,13.3,16,Overcast clouds,10,11.3,8.8,0.0,52,0.0,49,20.1,16,c04n,250,3.2,1.12,0,Early,21,18,18,21,2022-10-06,0
B6,116.0,JFK,0.0,55,0.0,277,22.2,16,804,190,5.5,4.59,0.0,64,0.0,161,19.1,16,Overcast clouds,190,4.4,0.75,0,Early,14,39,13,30,2023-09-17,1
9E,4730.0,JFK,0.0,29,0.0,114,7.6,16,c04d,300,6.5,4.43,0.0,45,0.0,210,1.1,16,c04d,300,8.4,5.7,1,Early,16,20,15,0,2022-03-08,0
9E,5350.0,JFK,0.0,69,0.0,178,18.9,16,Overcast clouds,50,11.0,7.36,0.0,61,0.0,641,22.8,14,c03d,40,9.6,4.09,1,Late,11,26,9,59,2023-06-03,0
9E,5114.0,JFK,0.0,73,0.0,0,5.0,14,c04n,140,3.9,2.1,0.0,26,0.0,33,7.4,16,Overcast clouds,150,8.9,3.85,0,Early,17,40,16,15,2022-12-05,0
9E,4981.0,JFK,0.0,48,0.0,127,17.4,16,Overcast clouds,330,15.9,10.92,0.0,52,0.0,281,17.8,16,Overcast clouds,300,11.1,7.57,0,Early,18,30,16,50,2022-06-18,0
MQ,3518.0,ORD,0.0,65,0.0,0,13.2,16,800,95,3.6,1.95,0.0,48,0.0,90,13.8,16,Overcast clouds,315,4.1,4.09,1,Late,20,0,17,11,2022-10-03,0
9E,5118.0,JFK,0.0,89,0.0,198,23.9,16,804,190,7.69,7.69,0.0,87,0.0,143,23.9,5,Overcast clouds,240,5.8,2.1,1,On-time,16,3,14,29,2023-08-25,0
9E,5118.0,JFK,0.0,50,0.0,353,21.1,16,Overcast clouds,185,6.0,4.84,0.0,72,0.0,388,16.7,16,c04d,290,6.4,1.5,1,Early,15,23,13,59,2023-06-09,0
9E,5175.0,JFK,0.0,42,0.0,166,17.2,16,803,350,4.8,4.59,0.0,52,0.0,188,14.8,16,Overcast clouds,295,7.8,3.84,0,Early,16,57,15,25,2023-10-13,0
B6,116.0,JFK,0.0,45,0.0,178,10.8,16,802,335,6.4,5.9,0.0,52,0.0,118,4.4,16,Overcast clouds,290,9.6,3.1,2,Late,15,21,14,0,2023-11-11,0
B6,2516.0,JFK,0.0,61,0.0,0,11.1,16,Few clouds,225,6.8,4.84,0.0,49,0.0,0,7.2,16,c04n,210,6.0,1.5,1,Late,23,59,22,59,2022-10-20,1
B6,116.0,JFK,0.0,51,0.0,90,8.3,16,c04d,180,3.9,3.6,0.0,25,0.0,95,8.9,16,Overcast clouds,175,9.8,4.84,1,Early,14,46,13,35,2022-12-05,0
MQ,3392.0,ORD,0.0,46,0.0,0,1.7,16,801,210,10.6,4.84,0.0,55,0.0,9,2.0,16,Scattered clouds,190,3.9,1.02,0,Late,19,33,16,45,2022-12-04,0
MQ,3392.0,ORD,0.0,59,0.0,0,5.5,16,801,240,5.7,3.35,0.0,71,0.0,0,6.1,16,Overcast clouds,290,11.3,7.44,2,Early,20,20,17,35,2022-11-25,0
B6,656.0,MCO,0.0,55,0.0,807,32.2,16,Broken clouds,180,9.0,1.95,0.0,81,0.0,139,21.7,16,Overcast clouds,80,6.0,1.5,0,On-time,13,42,11,0,2022-09-12,0
MQ,3911.0,ORD,0.0,60,0.0,0,22.5,16,804,45,3.59,3.59,0.0,74,0.0,117,19.1,15,Overcast clouds,70,5.4,2.7,1,On-time,20,0,17,13,2022-08-17,1
MQ,3392.0,ORD,0.0,67,0.0,0,-17.9,4,804,280,13.2,6.33,2.0,93,0.0,0,0.9,14,Freezing rain,75,11.8,6.0,2,On-time,20,19,17,33,2022-12-22,1
B6,2516.0,JFK,0.0,96,0.0,0,13.8,16,Overcast clouds,320,5.6,3.6,0.0,76,0.0,0,11.1,16,c04n,205,2.8,1.6,1,Late,23,59,22,59,2022-10-05,1
9E,5175.0,JFK,0.0,56,0.0,104,19.4,16,804,110,10.6,8.19,0.0,43,0.0,218,23.4,16,Overcast clouds,50,9.3,4.12,1,On-time,16,51,15,20,2023-09-22,0
B6,2516.0,JFK,0.0,36,0.0,0,19.0,16,Overcast clouds,235,6.4,3.93,0.0,58,0.0,0,10.6,16,Overcast clouds,270,3.2,2.0,0,Early,23,19,21,59,2023-05-08,0
9E,5118.0,JFK,0.0,45,0.0,327,25.4,16,c04d,330,13.1,5.92,0.0,44,0.0,421,23.3,16,Overcast clouds,280,10.3,7.7,1,Early,15,23,13,59,2023-06-15,0
9E,4988.0,JFK,0.0,67,0.0,0,16.1,16,804,60,11.3,8.27,0.0,74,0.0,0,15.3,16,Overcast clouds,90,4.6,3.1,1,Late,23,59,22,33,2023-09-22,0
B6,656.0,MCO,0.0,75,0.0,0,18.3,16,Overcast clouds,20,10.3,6.7,0.0,41,0.0,69,0.6,16,Overcast clouds,195,8.5,3.37,1,Early,17,56,15,15,2022-11-19,1
B6,656.0,MCO,6.0,66,0.0,0,25.0,16,Moderate rain,130,4.4,4.09,0.0,69,0.0,89,4.4,16,Overcast clouds,255,10.8,4.87,1,Late,19,1,16,20,2023-02-10,1
B6,116.0,JFK,0.0,65,0.0,174,21.1,16,Overcast clouds,310,6.0,5.09,0.0,73,0.0,131,18.0,16,c04d,255,6.8,4.15,0,On-time,14,41,13,30,2022-11-01,1
9E,4730.0,JFK,0.0,77,0.0,113,12.0,16,c04d,185,12.3,6.53,1.0,89,0.0,141,4.4,10,r01d,80,8.8,3.6,1,Early,16,20,15,0,2022-03-07,0
9E,5224.0,JFK,0.0,49,0.0,0,6.5,16,Overcast clouds,355,13.9,9.27,0.0,67,0.0,90,-1.1,16,c04d,305,9.8,5.9,0,Early,17,59,16,30,2023-03-08,0
B6,656.0,MCO,0.0,60,0.0,0,20.6,16,Clear Sky,100,4.8,4.59,0.0,35,0.0,169,9.7,16,Scattered clouds,240,2.7,2.47,1,Early,19,1,16,20,2023-02-14,0
9E,5114.0,JFK,0.0,54,0.0,87,16.3,16,Scattered clouds,230,4.09,4.09,0.0,31,0.0,312,17.2,16,c03d,270,4.0,2.6,0,Early,17,26,16,5,2022-10-16,0
9E,4730.0,JFK,0.0,18,0.0,597,20.6,16,c02d,300,11.1,5.7,0.0,43,0.0,785,12.2,16,c02d,290,10.0,4.59,2,Early,16,20,15,0,2022-04-22,0
MQ,4203.0,ORD,0.25,89,0.0,164,8.3,4,804,15,14.9,9.55,0.0,52,0.0,272,17.8,16,c04d,135,6.8,4.34,1,Late,16,21,13,35,2022-05-03,1
